em_testing,f1_score_testing,sas_testing,fold,gold_answers,model_answers
0.0,0.800000011920929,0.47929421067237854,0,1 (16 ounce) can frozen lemonade concentrate,1 (16 ounce) can frozen orange juice concentrate
1.0,1.0,0.9712288975715637,0,1 (16 ounce) can frozen lemonade concentrate,1 (16 ounce) can frozen lemonade concentrate
1.0,1.0,0.9653828144073486,0,<no_answer>,<no_answer>
0.0,0.4444444477558136,0.15246745944023132,0,1 cup quick-cooking oats,1 cup packed brown sugar
0.0,0.0,0.1184745579957962,0,2 teaspoons baking powder,1 cup packed brown sugar
1.0,1.0,0.971279501914978,0,1/2 cup unsweetened applesauce,1/2 cup unsweetened applesauce
0.0,0.0,0.04416593536734581,0,"2 egg, lightly beaten",1/2 cup canola oil
0.0,0.1818181872367859,0.06602220982313156,0,1/2 cup chopped walnuts or pecans,1 cup miniature chocolate chips
1.0,1.0,0.9653828144073486,0,<no_answer>,<no_answer>
1.0,1.0,0.9718874096870422,0,"1 (8 ounce) package cream cheese, softened","1 (8 ounce) package cream cheese, softened"
1.0,1.0,0.9718874096870422,0,"1 (8 ounce) package cream cheese, softened","1 (8 ounce) package cream cheese, softened"
0.0,0.0,0.09131059050559998,0,2 cups all-purpose flour,"1/2 cup butter, softened"
0.0,0.0,0.009306908585131168,0,1/2 pound ground walnuts,1/3 cup confectioners' sugar for decoration
1.0,1.0,0.9698567390441895,0,2 cups all-purpose flour,2 cups all-purpose flour
1.0,1.0,0.9706209301948547,0,1/3 cup milk,1/3 cup milk
1.0,1.0,0.9719593524932861,0,"2 tablespoons olive oil, divided","2 tablespoons olive oil, divided"
0.0,0.0,0.013242894783616066,0,"2 (6 ounce) skinless, boneless chicken breast halves",1 teaspoon Dijon mustard
0.0,0.2222222238779068,0.1995275616645813,0,1 1/2 tablespoons Cajun seasoning,1 teaspoon Dijon mustard
0.0,0.25,0.08661174774169922,0,1 tablespoon balsamic vinegar,1 teaspoon Dijon mustard
0.0,0.25,0.08661174774169922,0,1 tablespoon balsamic vinegar,1 teaspoon Dijon mustard
0.0,0.0,0.012088711373507977,0,salt and black pepper to taste,1 teaspoon Dijon mustard
0.0,0.0,0.3290606737136841,0,1 cup arugula,2 cups mixed salad greens
0.0,0.3333333432674408,0.16828840970993042,0,"12 oil-packed sun-dried tomatoes, drained and sliced",1/2 cup sliced black olives
0.0,0.0,0.09363912791013718,0,"12 oil-packed sun-dried tomatoes, drained and sliced","2 tablespoons olive oil, divided"
1.0,1.0,0.9653828144073486,0,<no_answer>,<no_answer>
0.0,0.0,0.009470335207879543,0,<no_answer>,1/4 cup vegetable oil
0.0,0.0,0.008969442918896675,0,<no_answer>,"2 tablespoons slivered almonds, toasted"
1.0,1.0,0.9653828144073486,0,<no_answer>,<no_answer>
0.0,0.0,0.009341321885585785,0,"2 tablespoons slivered almonds, toasted",<no_answer>
0.0,0.0,0.009341321885585785,0,"2 tablespoons slivered almonds, toasted",<no_answer>
0.0,0.6000000238418579,0.3049710690975189,0,1 cup chopped onion,"1 cup red bell pepper, chopped"
0.0,0.2857142984867096,0.04337073490023613,0,1 cup chopped onion,1 tablespoon butter
0.0,0.1818181872367859,0.03556975722312927,0,1 (29 ounce) can diced tomatoes,1 cup shredded Cheddar cheese
0.0,0.2222222238779068,0.020758064463734627,0,1 tablespoon butter,1 (29 ounce) can diced tomatoes
0.0,0.0,0.027016161009669304,0,3 tablespoons chopped black olives,1 (29 ounce) can diced tomatoes
0.0,0.800000011920929,0.602717936038971,0,1 cup shredded mozzarella cheese,1 cup shredded Cheddar cheese
1.0,1.0,0.9701864123344421,0,1 (10.75 ounce) can condensed cream of mushroom soup,1 (10.75 ounce) can condensed cream of mushroom soup
1.0,1.0,0.9722785353660583,0,1/4 cup beef broth,1/4 cup beef broth
1.0,1.0,0.9653828144073486,0,<no_answer>,<no_answer>
0.0,0.0,0.009463860653340816,0,until heated through,<no_answer>
1.0,1.0,0.9719165563583374,0,"3 (10 ounce) packages frozen chopped spinach, thawed","3 (10 ounce) packages frozen chopped spinach, thawed"
1.0,1.0,0.9719165563583374,0,"3 (10 ounce) packages frozen chopped spinach, thawed","3 (10 ounce) packages frozen chopped spinach, thawed"
0.0,0.0,0.01219435129314661,0,1/2 teaspoon onion salt,"3/4 cup grated Parmesan cheese, divided"
0.0,0.0,0.05907762050628662,0,"3/4 cup grated Parmesan cheese, divided",1/2 teaspoon ground nutmeg
0.0,0.0,0.009227260947227478,0,salt and pepper to taste,1/4 cup all-purpose flour
0.0,0.0,0.05695197731256485,0,"6 tablespoons butter or margarine, divided",1/4 cup all-purpose flour
0.0,0.0,0.07195864617824554,0,1/2 teaspoon salt,1/4 cup all-purpose flour
0.0,0.5,0.19340573251247406,0,2 cups shredded Cheddar cheese,2 cups milk
