em_testing,f1_score_testing,sas_testing,fold,gold_answers,model_answers
0.0,0.1818181872367859,0.39284607768058777,4,"1 (8 ounce) package cream cheese, softened","1/2 cup butter, softened"
0.0,0.1818181872367859,0.39284607768058777,4,"1 (8 ounce) package cream cheese, softened","1/2 cup butter, softened"
0.0,0.0,0.09131059050559998,4,2 cups all-purpose flour,"1/2 cup butter, softened"
0.0,0.0,0.009306908585131168,4,1/2 pound ground walnuts,1/3 cup confectioners' sugar for decoration
1.0,1.0,0.97203528881073,4,0) Beat together cream cheese and margarine until well blended.,0) Beat together cream cheese and margarine until well blended.
1.0,1.0,0.9704219698905945,4,"1) Add flour, mixing well.","1) Add flour, mixing well."
0.0,0.2222222238779068,0.47984060645103455,4,2 cups all-purpose flour,"1) Add flour, mixing well."
0.0,0.125,0.009062747471034527,4,"2) Shape into a ball, cover and chill for 2 hours.",1/3 cup confectioners' sugar for decoration
0.0,0.07999999821186066,0.3150831460952759,4,"3) In saucepan over medium heat, cook sugar and milk, stirring occasionally until milk boils and sugar is dissolved.",1/3 cup confectioners' sugar for decoration
1.0,1.0,0.9715274572372437,4,"3) In saucepan over medium heat, cook sugar and milk, stirring occasionally until milk boils and sugar is dissolved.","3) In saucepan over medium heat, cook sugar and milk, stirring occasionally until milk boils and sugar is dissolved."
0.0,0.4444444477558136,0.11475618183612823,4,1/3 cup milk,1/3 cup confectioners' sugar for decoration
0.0,0.0,0.008815061300992966,4,4) Add the ground nuts.,1/3 cup confectioners' sugar for decoration
0.0,0.0,0.12230807542800903,4,5) Remove from heat and let cool until mixture is of spreading consistency.,4) Add the ground nuts.
1.0,1.0,0.9717677235603333,4,6) Roll out chilled dough on lightly floured surface to a rectangle about 18 X 12 inches.,6) Roll out chilled dough on lightly floured surface to a rectangle about 18 X 12 inches.
1.0,1.0,0.9648544788360596,4,7) Cut in half lengthwise.,7) Cut in half lengthwise.
0.0,0.0,0.009660540148615837,4,9) Cut each roll in half.,16) Refrigerate or freeze.
0.0,0.0,0.20298834145069122,4,"11) Leaving roll's shape intact, cut into slices 1/2 inch thick almost to the bottom of the roll.",10) Place seam side down on ungreased cookie sheets (two on a baking sheet).
0.0,0.08695652335882187,0.14842145144939423,4,12) Bake at 350 degrees F (175 degrees C) for 15 to 20 minutes or till done.,15) Cut cookies all the way through.
1.0,1.0,0.9714124798774719,4,13) Remove from sheet and sprinkle with confectioners' sugar.,13) Remove from sheet and sprinkle with confectioners' sugar.
0.0,0.0,0.009484924376010895,4,15) Cut cookies all the way through.,14) Cool on racks.
0.0,0.0,0.09927818924188614,4,17) Resprinkle with confectioners' sugar before serving.,16) Refrigerate or freeze.
1.0,1.0,0.9693918228149414,4,17) Resprinkle with confectioners' sugar before serving.,17) Resprinkle with confectioners' sugar before serving.
0.0,0.2222222238779068,0.38816338777542114,4,0) Heat the oil in a large pot over medium heat.,1) Place chicken in the pot; brown on all sides.
0.0,0.0,0.07726459950208664,4,1) Place chicken in the pot; brown on all sides.,9) Top with cilantro to serve.
1.0,1.0,0.9709426760673523,4,"2) Season with sea salt, chili powder, cumin, ground chipotle, black pepper,  and cayenne pepper.","2) Season with sea salt, chili powder, cumin, ground chipotle, black pepper,  and cayenne pepper."
1.0,1.0,0.9709426760673523,4,"2) Season with sea salt, chili powder, cumin, ground chipotle, black pepper,  and cayenne pepper.","2) Season with sea salt, chili powder, cumin, ground chipotle, black pepper,  and cayenne pepper."
0.0,0.0,0.20049642026424408,4,"3) Mix in onion, green bell pepper, and yellow bell pepper.","8) Simmer, stirring occasionally 30 minutes, or until thickened."
1.0,1.0,0.9744343161582947,4,"4) Pour in about 3 cups water, and continue cooking 10 minutes, until about 1/2 the water has evaporated.","4) Pour in about 3 cups water, and continue cooking 10 minutes, until about 1/2 the water has evaporated."
1.0,1.0,0.9715486168861389,4,"5) Mix the kidney beans, black beans, and corn into the pot.","5) Mix the kidney beans, black beans, and corn into the pot."
1.0,1.0,0.9720879793167114,4,"1 (15 ounce) can kidney beans, undrained","1 (15 ounce) can kidney beans, undrained"
0.0,0.23529411852359772,0.3799693286418915,4,"5) Mix the kidney beans, black beans, and corn into the pot.","1 (15 ounce) can kidney beans, undrained"
0.0,0.4000000059604645,0.28557318449020386,4,"1 (11 ounce) can whole kernel corn, drained","1 (15 ounce) can kidney beans, undrained"
0.0,0.1666666716337204,0.2768714427947998,4,6) Season with green pepper sauce.,9) Top with cilantro to serve.
0.0,0.0,0.30957290530204773,4,"7) Reduce heat to low, and mix in remaining 2 cups water and tomato paste.","8) Simmer, stirring occasionally 30 minutes, or until thickened."
0.0,0.0833333358168602,0.12837077677249908,4,"7) Reduce heat to low, and mix in remaining 2 cups water and tomato paste.",1) Place chicken in the pot; brown on all sides.
1.0,1.0,0.9722046852111816,4,1 (6 ounce) can roasted garlic tomato paste,1 (6 ounce) can roasted garlic tomato paste
1.0,1.0,0.9716399908065796,4,"8) Simmer, stirring occasionally 30 minutes, or until thickened.","8) Simmer, stirring occasionally 30 minutes, or until thickened."
1.0,1.0,0.9687502384185791,4,9) Top with cilantro to serve.,9) Top with cilantro to serve.
1.0,1.0,0.9687502384185791,4,9) Top with cilantro to serve.,9) Top with cilantro to serve.
0.0,0.0,0.023379288613796234,4,"2 red bell pepper, seeded and chopped",6) Serve hot by itself or over rice.
0.0,0.2666666805744171,0.27271056175231934,4,"1 jalapeno pepper, seeded and minced","2) Season with black pepper, cumin and chili powder."
0.0,0.0,0.01325574517250061,4,"6 roma (plum) tomatoes, diced",4) bring to a boil.
0.0,0.0,0.09482084959745407,4,0) Heat oil in a large saucepan over medium-high heat.,"2) Season with black pepper, cumin and chili powder."
0.0,0.0714285746216774,0.22371602058410645,4,"1) Sautee the onion, red bell peppers, jalapeno, mushrooms, tomatoes and corn for 10 minutes or until the onions are translucent.","2) Season with black pepper, cumin and chili powder."
0.0,0.4444444477558136,0.5188860893249512,4,10 minutes,10 minutes or until the onions are translucent.
1.0,1.0,0.9703534841537476,4,"2) Season with black pepper, cumin and chili powder.","2) Season with black pepper, cumin and chili powder."
0.0,0.2222222238779068,0.16543716192245483,4,"2) Season with black pepper, cumin and chili powder.","3) Stir in the black beans, chicken broth and salt."
0.0,0.0,0.06562820822000504,4,"3) Stir in the black beans, chicken broth and salt.",1 teaspoon ground cumin
1.0,1.0,0.9735756516456604,4,"2 (15 ounce) cans black beans, drained and rinsed","2 (15 ounce) cans black beans, drained and rinsed"
0.0,0.1666666716337204,0.271074503660202,4,"3) Stir in the black beans, chicken broth and salt.",1 teaspoon salt
0.0,0.0,0.00928112305700779,4,<no_answer>,1 teaspoon salt
0.0,0.0,0.0846700444817543,4,4) bring to a boil.,"2) Season with black pepper, cumin and chili powder."
0.0,0.0,0.1895095556974411,4,<no_answer>,5) Remove 1 1/2 cups of the soup to food processor or blender; puree and stir the bean mixture back into the soup.
1.0,1.0,0.9723002314567566,4,5) Remove 1 1/2 cups of the soup to food processor or blender; puree and stir the bean mixture back into the soup.,5) Remove 1 1/2 cups of the soup to food processor or blender; puree and stir the bean mixture back into the soup.
0.0,0.0714285746216774,0.30713602900505066,4,5) Remove 1 1/2 cups of the soup to food processor or blender; puree and stir the bean mixture back into the soup.,6) Serve hot by itself or over rice.
0.0,0.0,0.12804624438285828,4,6) Serve hot by itself or over rice.,"2) Season with black pepper, cumin and chili powder."
0.0,0.0,0.008826246485114098,4,1 teaspoon ground cinnamon,"10) While still warm, poke holes in the cake with a fork."
0.0,0.25,0.048703692853450775,4,1 cup vegetable oil,1 teaspoon vanilla extract
0.0,0.0,0.0658034011721611,4,1 teaspoon vanilla extract,"2) Sift together the flour, baking soda and cinnamon."
0.0,0.1818181872367859,0.020417192950844765,4,"1 (15 ounce) can crushed pineapple, drained",1 teaspoon vanilla extract
0.0,0.0,0.008987360633909702,4,1 cup flaked coconut,8) Pour batter into prepared pan.
0.0,0.25,0.06816357374191284,4,1 cup white sugar,1 teaspoon vanilla extract
0.0,0.0,0.02741009183228016,4,0) Preheat oven to 350 degrees F (175 degrees C).,"2) Sift together the flour, baking soda and cinnamon."
1.0,1.0,0.971625804901123,4,"2) Sift together the flour, baking soda and cinnamon.","2) Sift together the flour, baking soda and cinnamon."
0.0,0.0,0.03932199999690056,4,3) Set aside.,"2) Sift together the flour, baking soda and cinnamon."
0.0,0.21052631735801697,0.27524125576019287,4,"5) Beat in the eggs one at a time, then stir in the vanilla.",6) Stir in the flour mixture just until incorporated.
0.0,0.21052631735801697,0.27524125576019287,4,"5) Beat in the eggs one at a time, then stir in the vanilla.",6) Stir in the flour mixture just until incorporated.
1.0,1.0,0.971492350101471,4,6) Stir in the flour mixture just until incorporated.,6) Stir in the flour mixture just until incorporated.
1.0,1.0,0.9716631770133972,4,"7) Fold in the pineapple, carrots, coconut and walnuts.","7) Fold in the pineapple, carrots, coconut and walnuts."
0.0,0.0,0.3708423972129822,4,8) Pour batter into prepared pan.,"4) In a large bowl, combine the sugar and oil until blended."
0.0,0.13793103396892548,0.17498208582401276,4,"9) Bake in the preheated oven for 45 minutes, or until a toothpick inserted into the center of the cake comes out clean.","4) In a large bowl, combine the sugar and oil until blended."
0.0,0.6896551847457886,0.714177131652832,4,until a toothpick inserted into the center of the cake comes out clean,"9) Bake in the preheated oven for 45 minutes, or until a toothpick inserted into the center of the cake comes out clean."
1.0,1.0,0.9717760682106018,4,"10) While still warm, poke holes in the cake with a fork.","10) While still warm, poke holes in the cake with a fork."
0.0,0.0,0.27064070105552673,4,"11) For the glaze: In a saucepan, combine butter, sugar, buttermilk and vanilla.",1) Grease a 9x13 inch pan.
0.0,0.0833333358168602,0.36394134163856506,4,"12) Bring mixture to a boil over medium heat, then reduce heat and cook for 5 minutes.",6) Stir in the flour mixture just until incorporated.
1.0,1.0,0.9586168527603149,4,5 minutes,5 minutes
1.0,1.0,0.9729840159416199,4,"13) Pour glaze over warm cake, then allow to cool completely.","13) Pour glaze over warm cake, then allow to cool completely."
1.0,1.0,0.970171332359314,4,2 1/4 cups all-purpose flour,2 1/4 cups all-purpose flour
1.0,1.0,0.9703705906867981,4,1/2 teaspoon salt,1/2 teaspoon salt
0.0,0.2857142984867096,0.08618909865617752,4,1/2 cup unsalted butter,1/2 teaspoon salt
0.0,0.25,0.1470007598400116,4,1 1/2 tablespoons vanilla extract,1/2 teaspoon salt
0.0,0.0,0.010185317136347294,4,"6 (1 ounce) squares unsweetened chocolate, chopped",1/2 teaspoon salt
0.0,0.0,0.009488607756793499,4,"6 (1 ounce) squares unsweetened chocolate, chopped",1/4 cup unsalted butter
0.0,0.0,0.03721538186073303,4,1 egg yolk,1/2 teaspoon salt
0.0,0.0,0.07430537790060043,4,2 tablespoons heavy cream,1/2 teaspoon salt
1.0,1.0,0.9718874096870422,4,"1 (8 ounce) package cream cheese, softened","1 (8 ounce) package cream cheese, softened"
