em_testing,f1_score_testing,sas_testing,fold,gold_answers,model_answers
1.0,1.0,0.9703202843666077,4,1 cup butterscotch chips,1 cup butterscotch chips
0.0,0.75,0.7916490435600281,4,1/2 cup packed brown sugar,1/2 cup sugar
0.0,0.0,0.06275760382413864,4,2 teaspoons vanilla extract,1/2 cup packed brown sugar
0.0,0.3333333432674408,0.1317921131849289,4,1/4 cup water,1/2 cup sugar
0.0,0.2857142984867096,0.44035983085632324,4,4 cups confectioners' sugar,1/2 cup sugar
0.0,0.2857142984867096,0.5108138918876648,4,"0) In a microwave, melt butterscotch chips; cool for 10 minutes.",1 cup butterscotch chips
0.0,0.0,0.009334356524050236,4,<no_answer>,10 minutes
1.0,1.0,0.9713185429573059,4,"1) In a mixing bowl, cream butter and sugars.","1) In a mixing bowl, cream butter and sugars."
0.0,0.0,0.11400184780359268,4,"2) Add egg, milk and vanilla; mix well.",3) Beat in melted chips.
0.0,0.2666666805744171,0.5455156564712524,4,3) Beat in melted chips.,"0) In a microwave, melt butterscotch chips; cool for 10 minutes."
0.0,0.0,0.009396810084581375,4,<no_answer>,1/2 cup sugar
0.0,0.0,0.030495306476950645,4,5) Cover and refrigerate for 1 hour.,4) Gradually add flour; mix well.
0.0,0.9473684430122375,0.9363405704498291,4,"6) On a floured surface, roll out dough to 1/4-in. thickness.","6) On a floured surface, roll out dough to 1/4-in."
1.0,1.0,0.9707000255584717,4,7) Cut with a floured 4-1/2-in. gingerbread man cookie cutter and a 3-in. round cutter.,7) Cut with a floured 4-1/2-in. gingerbread man cookie cutter and a 3-in. round cutter.
0.0,0.0,0.15187638998031616,4,7) Cut with a floured 4-1/2-in. gingerbread man cookie cutter and a 3-in. round cutter.,1/2 cup sugar
1.0,1.0,0.9708649516105652,4,8) Place 2 in. apart on greased baking sheets.,8) Place 2 in. apart on greased baking sheets.
1.0,1.0,0.9692531824111938,4,9) Bake at 375 degrees F for 5-8 minutes or until edges are lightly browned.,9) Bake at 375 degrees F for 5-8 minutes or until edges are lightly browned.
0.0,0.0,0.01177819911390543,4,<no_answer>,10) Cool for 1 minute; remove to wire racks to cool completely.
