em_testing,f1_score_testing,sas_testing,fold,gold_answers,model_answers
0.0,0.0,0.06325729936361313,2,3 tablespoons crushed black peppercorns,1 teaspoon salt
1.0,1.0,0.9715332984924316,2,2 (8 ounce) beef top sirloin steaks,2 (8 ounce) beef top sirloin steaks
0.0,0.0,0.021867040544748306,2,1 tablespoon lemon pepper,1/2 cup heavy cream
0.0,0.2857142984867096,0.1260388344526291,2,1 tablespoon lemon pepper,1 teaspoon salt
0.0,0.0,0.04439663141965866,2,5 tablespoons butter,1 teaspoon salt
0.0,0.5,0.12528067827224731,2,1/2 cup red wine,1/2 cup heavy cream
0.0,0.5,0.12528067827224731,2,1/2 cup red wine,1/2 cup heavy cream
0.0,0.2222222238779068,0.06930149346590042,2,1/4 cup chopped green onions,1/2 cup heavy cream
1.0,1.0,0.9710556268692017,2,1/2 cup heavy cream,1/2 cup heavy cream
0.0,0.0,0.054557088762521744,2,1/2 cup heavy cream,1 teaspoon white sugar (optional)
0.0,0.0,0.33538082242012024,2,0) Press crushed peppercorns into both sides of each steak.,"6) Pour brandy onto steaks, and carefully light with a match."
1.0,1.0,0.9710606932640076,2,"1) Sprinkle with lemon pepper, and salt.","1) Sprinkle with lemon pepper, and salt."
0.0,0.0,0.044587619602680206,2,2) Melt butter in a large skillet over medium-high heat.,"1) Sprinkle with lemon pepper, and salt."
1.0,1.0,0.9711312055587769,2,"3) Stir in garlic and wine, and cook for 1 minute.","3) Stir in garlic and wine, and cook for 1 minute."
1.0,1.0,0.9724888205528259,2,"4) Arrange steaks in pan, and cook for 5 to 10 minutes per side, or until desired doneness.","4) Arrange steaks in pan, and cook for 5 to 10 minutes per side, or until desired doneness."
0.0,0.0,0.17013995349407196,2,5) Reduce heat to low.,"9) Cook, stirring sauce, until hot."
0.0,0.0,0.008866928517818451,2,<no_answer>,"6) Pour brandy onto steaks, and carefully light with a match."
1.0,1.0,0.9704801440238953,2,"9) Cook, stirring sauce, until hot.","9) Cook, stirring sauce, until hot."
0.0,0.0,0.18833740055561066,2,10) Transfer steaks to plates.,"11) Stir sugar into sauce, and then spoon over meat."
